Marketing_Spend,Employees,Time,Sales
87104,6,243,88858.41869948847
35436,45,44,84707.46291980601
91916,91,9,180045.14510811426
95332,60,89,141270.39364261486
78567,52,38,111116.99863240821
92483,26,22,109663.16794416695
8188,22,169,53462.90131454162
96205,83,258,180169.37567251004
11765,45,129,71243.61092241906
56626,71,10,132462.83658509588
93707,52,99,140153.79411450453
15807,27,88,62675.04752202847
15204,6,178,18090.44676551262
97602,8,236,116113.62151164797
62944,30,174,89617.70144150755
47120,23,202,82076.40125348604
27658,53,102,90983.72053655924
42081,78,116,134786.91752569634
39986,90,204,141958.54424737408
84322,57,188,146775.62866469513
99819,10,23,98649.26985528595
55304,66,279,137613.15294668436
70592,5,73,50981.650047452655
63548,20,318,82231.36224898134
44986,56,132,94374.22693062699
79095,11,221,78397.33710162615
96594,92,155,182123.07120189452
93281,39,313,145964.90654346696
71151,82,324,176996.0166096129
78598,72,322,186358.21491672512
33214,19,199,70339.80836982271
43745,61,313,105007.24767567168
47548,27,43,71865.01242972355
15681,87,226,112593.56016155676
11984,82,12,121128.1661734531
32579,95,91,156448.5976713046
95810,90,86,186880.27747925458
59933,15,363,80093.51203121417
32399,8,74,46654.16914714933
36481,62,291,129172.77695972568
5944,44,340,73296.64796162744
98993,62,288,149249.8121936975
14114,92,212,117053.95115670195
44846,71,157,118062.11898360337
88666,42,219,132765.35324965278
82848,6,346,97763.81431586662
37596,91,11,149171.22912101483
80287,44,29,119741.77076263337
11907,88,124,127663.75191422245
33114,60,108,96141.46667662347
30009,76,148,117242.80949394613
89846,39,43,115339.10105064452
55241,53,70,90840.24097520378
40725,71,136,124663.07574001585
23996,99,173,149162.75168667425
11047,48,322,75780.00311621175
33767,35,190,83109.91795625458
21347,69,183,106517.1553688089
29102,80,91,112787.9225935982
9263,22,349,51036.945111343586
72438,92,194,187652.03432763607
35540,40,15,67489.16083920561
80726,66,289,151495.05092330684
68769,33,267,87517.80007009354
45843,93,344,159565.88015392938
32690,27,169,84927.95775460488
7994,7,79,20922.487518055383
72546,34,219,97140.98294777868
12377,85,234,116459.60860352832
83572,49,115,125347.4133392848
31467,53,13,79629.54293207427
5048,98,149,139975.67315458012
41978,23,267,85054.07053867099
52606,68,14,120258.63070115064
86574,9,250,87472.05680168222
78414,60,187,155137.46815999234
98145,38,69,124982.26521061602
54222,77,277,167144.72580477002
53115,52,353,124936.97264516204
94606,30,108,118639.29505918472
45647,9,192,63199.5763990462
59607,92,81,161096.89795483826
62410,35,347,101067.21382542136
26996,28,197,60693.18840992285
59921,89,332,166737.66642553895
88697,26,25,91340.66521095668
51022,26,281,81331.21943661562
45148,89,140,141011.77325839415
72764,61,11,112169.10562723581
96901,34,94,134976.16674578216
95724,51,304,144258.8212603167
13888,78,337,119041.05640048515
93666,71,331,167331.60742547622
44159,43,177,102252.84348021066
47197,97,47,158437.84152269986
89326,93,329,200348.52381564566
95360,70,146,170740.01079239685
29474,81,1,115928.76958940667
22333,95,70,133043.6942782064
41355,33,226,78427.33815468906
78903,18,133,79506.80372648456
71258,8,3,65185.59380570807
36145,76,90,121698.93678470785
80675,9,357,101626.32548098896
54854,48,232,127872.16250984737
72664,95,267,171997.87758569274
91153,28,331,104568.68960597877
98616,32,363,141786.15402056056
40285,28,296,94302.39400748847
22533,9,102,27612.025734919473
37624,17,64,49229.304579740936
51996,86,80,142388.8977551662
51947,59,212,125795.4020529057
32956,85,84,143295.46450717113
56030,34,314,86712.87204826818
63597,87,227,158327.30164158024
47443,90,232,147901.28152147104
70464,53,256,115311.51459257174
8952,86,237,107125.9475498859
61880,94,153,182111.10335850844
57201,19,286,78206.70543624631
47460,96,168,160944.06601324352
27796,34,25,63679.37449829551
36746,32,10,66163.4742014707
91785,88,313,196482.8144587122
5015,8,163,34897.427692199446
54757,72,283,139213.83804078202
30957,19,252,51693.26119412787
86541,38,62,124427.034124428
26292,79,208,137078.64106897972
36876,91,355,142973.31413227477
65727,47,149,123259.1575333436
52046,79,169,162063.7081333818
19817,65,147,101801.46446811256
96006,67,294,174692.1018133709
14759,6,4,20568.756128304904
53432,56,78,118429.42326911051
11412,56,65,93948.09705989211
62757,19,104,79210.87165423484
25504,44,83,78954.98372157992
13507,32,48,55135.50771866696
26050,99,264,155493.5564985595
9820,59,133,93728.3367800734
12835,54,200,94403.08431591153
98167,26,177,109302.07687966329
18587,33,198,65115.82307981294
62732,76,99,146403.99728707434
56921,90,309,166772.7773280406
50499,16,116,57200.686256907764
11840,91,60,125550.87103486611
70077,42,345,126686.49068631536
36440,6,307,59031.55297953241
40183,16,20,48391.18667254421
7389,59,291,96776.68516574273
60076,89,90,172214.15021315732
71299,16,84,69983.46310629563
94461,99,231,186598.74440810716
97085,13,363,99179.71941187241
44023,83,41,143960.36237151962
55029,36,239,96045.26462307318
44941,77,172,132875.9120139344
93993,92,300,184878.06980319793
58950,12,134,83041.37761517128
91959,32,191,123128.92009059229
81054,60,145,132016.44990470132
70363,86,114,182421.91624876024
66742,40,91,102575.1684452055
50215,41,297,106427.55577464506
52857,36,224,98090.29737204817
60476,89,151,174630.77529871804
33173,43,38,93446.85404019975
14395,53,169,94134.2945910436
64768,97,31,181214.6566957469
89743,22,123,96811.49905630674
51229,27,80,72609.41619464727
31639,37,144,73650.02348344518
67583,77,68,145585.99018856426
33924,55,69,100227.16235526306
77969,47,182,124777.80402547443
35104,8,220,42951.90374254818
42594,84,343,151074.9215868514
8664,71,298,102517.4424199214
15528,76,192,116041.05314709057
33190,84,126,149707.09498281474
71033,6,19,76301.14599861458
66161,49,89,117755.57274616523
78177,87,83,188175.0721700956
75179,92,318,194855.56446560932
75592,84,259,183615.5179526162
37899,44,264,101681.96120829662
75979,6,218,86901.24426041741
22241,36,275,64930.00040395468
51211,5,119,49060.21664657176
68472,22,209,82581.14523336034
79248,68,321,168279.9246921254
78757,36,309,100422.80928660493
36346,13,269,61012.72721025706
86196,59,59,154443.40963050496
82124,71,185,171054.621599092
47220,28,12,75280.36528514138
22942,15,224,52454.8807392636
54167,32,88,92883.0673559524
41373,20,98,71753.14553318507
72143,97,176,169864.12146034586
7016,16,68,35817.451964994325
74110,72,153,136299.8596987074
51309,94,356,183628.84950579508
12274,8,152,-2391.7487238284193
20748,79,279,131301.59002172502
25175,70,359,114454.19078425747
16826,35,318,57929.632160100315
88008,60,79,148003.995084261
39129,54,345,107864.50545732668
75009,71,189,151933.2049604514
28490,93,120,133673.13976374475
46435,5,363,30674.398484233043
80017,73,266,153950.30626876693
13520,43,10,66535.76859442309
96951,56,70,145951.61000136926
88106,99,244,200349.66483375945
66877,40,325,120797.29236883664
24798,71,316,135692.3162590976
59638,16,349,73041.20965514227
74072,65,321,162433.5112595825
72309,84,313,165375.7895466216
34894,76,111,141508.83950092024
67963,15,215,79396.11578796056
59567,18,14,64807.62077705008
40326,95,292,172392.7634711484
60059,86,255,160568.13209133624
10079,58,318,71883.23847720433
30838,12,256,57714.90810405778
92340,37,332,132998.57738336973
52109,8,15,42169.12513938153
90211,34,305,136618.20957012448
30594,88,336,137588.734290944
47749,98,172,170715.20015617047
41292,95,334,169203.2469258764
79534,93,130,216244.65646585607
84233,58,63,140734.2060701053
56818,10,280,59726.559870294084
18429,9,256,39307.559808383165
62748,82,2,168850.06619453564
53807,55,82,131407.7092800918
12140,18,92,28964.057457731586
68226,38,217,89309.00894370572
19901,45,361,87265.19278187848
93815,93,7,179269.72264493452
33525,43,61,83162.93602244703
25491,22,109,49502.570764999706
73816,24,130,105064.03193164879
39980,12,45,61118.58768150461
13078,30,251,81717.28634913295
96654,89,201,187152.7030165121
94521,31,123,106972.02868852606
53704,36,7,97766.58140755462
21997,46,29,75829.95891726247
84810,54,320,157472.06614093517
5868,85,152,120285.24895470479
31398,53,323,112688.5690769204
86578,69,257,163467.29949729572
26246,67,97,103381.09693337232
25561,31,226,89227.69992023373
21254,79,299,131418.98546815684
39512,39,79,80279.84064215345
94532,42,75,114919.3541457737
99154,42,38,130814.49325678241
82395,46,148,118440.37889061782
62865,46,352,116434.0938944955
28580,53,243,115422.28767113289
75959,61,309,160620.4117432693
77144,58,55,124252.66504270225
47485,14,17,48481.64944382685
55621,64,100,136271.63405795963
55665,44,98,87053.30162773115
75412,5,139,79142.63402053453
55603,90,78,149319.78925190913
26038,68,266,108543.13954024145
98542,85,279,195567.16905807273
19325,16,344,45593.11708864529
40892,61,44,94340.2052860365
6753,81,203,119821.92608176148
22996,93,247,134003.89817620534
73811,30,361,99688.18613242292
79283,44,283,133192.19751730986
50211,47,176,95285.01609242884
67820,76,37,140477.46299227214
5824,17,64,24796.100344308885
18880,94,303,152474.45294055511
71617,60,305,143647.32493636067
16517,21,322,53667.02422159071
26683,92,45,135723.79528282632
21876,28,58,48095.97237734051
61354,80,363,155708.1430904213
78802,99,65,185047.83898050914
81719,62,324,138594.26305988382
91602,84,240,176367.75200861605
83413,65,112,137514.02091592466
14982,84,259,149057.04341084324
79504,98,90,186398.56137909085
31598,32,242,92284.71808362186
19639,71,327,114594.51531827461
75210,55,342,129583.1574204567
74852,92,266,191241.2734503966
14695,98,266,140249.49094714812
53582,96,295,168801.9420045217
36094,43,65,89535.75191720155
65635,70,314,154160.74713928584
27187,81,244,143110.60288200353
6214,78,293,115870.4184924226
28940,44,331,92229.56178963927
49406,17,290,86283.66747788971
96221,23,78,102518.26651351075
48481,10,294,75820.85124161578
20977,22,317,65979.69865905712
49839,13,103,61731.595038688385
62874,85,74,156603.8833706432
63414,72,29,132628.59443072713
30538,58,178,109167.45639345795
61241,54,321,120321.70206437513
78501,74,364,177955.00071612315
80133,15,249,76544.29813425355
65481,59,254,147748.03437718962
32740,46,260,111742.35957273163
68328,94,97,186701.55801820743
77105,15,238,97753.00397218486
55643,76,152,142875.95496224146
16881,71,169,103764.02569321895
41996,6,22,48233.09756457145
37177,86,10,138487.84448686993
42177,70,44,128659.57216910768
71126,30,188,104683.49353718098
61531,80,154,146318.78720334294
31119,41,140,90467.78013971308
32915,94,20,140661.3163979953
7708,40,291,78323.01672956574
43749,20,214,85460.54617386541
49989,82,63,148912.53295574477
27106,70,145,110855.55854961456
22131,25,215,62278.18051060393
51553,11,336,77011.29086990045
63144,15,87,62911.62486856914
11553,60,242,94863.41511499156
22881,48,279,86344.16481804576
6379,58,223,103766.83060050568
95791,97,143,189520.03097729175
74306,61,136,140004.8473404511
24726,62,117,109878.61422274115
14088,41,71,64905.478831192275
39314,52,323,99090.15442172276
60041,66,356,144392.63405606092
21350,43,23,79213.08062842999
86397,96,81,203328.83338548403
84509,68,297,163240.12711133665
22769,72,89,108306.5764591592
52249,72,343,142659.99586845565
87862,31,288,125895.86751093226
51365,74,193,147472.08618584345
55185,86,27,158698.64677104517
7786,64,218,91726.80915133373
6620,48,320,93639.69972901486
41303,34,73,72954.53643572408
24589,62,323,113110.27597327255
7882,88,363,123582.31700179329
67248,40,181,99598.09883753367
54322,9,10,63161.44218261848
29524,23,51,67487.21186747853
14745,16,160,22840.12619943767
20861,94,193,126963.9310754309
96707,64,46,173767.8234406003
96735,87,200,167548.40182262662
59261,15,103,66551.31720057389
7837,57,138,114666.70619159735
79135,24,344,92796.69863666734
86447,77,236,176641.17758803917
59380,88,339,172055.4416928902
91089,31,190,118665.16721887318
54831,62,117,118738.99998171376
94349,9,71,87454.16714748494
43255,78,310,147434.8431738215
34520,13,211,62297.84508390537
34541,93,285,148926.7703984322
70772,81,272,172096.9270171844
32350,36,231,80159.06101939104
49397,76,197,138731.66980743152
82085,58,273,149736.7191220041
68865,49,209,126512.70122865133
60956,31,42,106110.2979097014
32453,90,96,127095.76436486379
67345,32,247,114853.84876713097
17906,22,296,71050.20411363023
19988,91,270,151713.32078296502
32723,35,160,81041.10337080336
38800,45,151,80126.30473365603
44107,38,60,73597.19694451972
32430,11,12,30076.51027376007
37535,9,86,39381.833193210834
73476,25,117,104632.89541673964
92329,10,58,99757.87174659481
82798,49,278,144717.5892605927
57284,39,192,114675.99756112108
61232,91,330,176825.05757044902
49420,7,356,63424.607369090416
42710,37,343,93405.1282840213
77497,42,280,128033.56263682715
97035,91,20,174158.08728027833
45498,84,131,147174.87366266618
36283,93,199,137882.92110610043
71169,20,23,86159.48821566772
77358,93,355,180369.49856395726
67457,75,33,149733.76334728932
30968,12,46,56884.96874482788
67508,7,35,59278.85256973785
68220,73,22,151000.66414635224
90366,23,34,101708.74893479537
10738,11,36,35923.18717431754
8098,90,101,120772.06022535666
78633,94,154,189931.2963008115
83672,54,41,141899.69811504296
43244,93,10,151634.36723774215
13253,10,357,6786.558482462584
59333,9,114,70437.02201318758
55969,65,42,123996.9523522207
95744,90,139,185547.08680958464
75423,99,72,169536.71841844992
49411,62,71,103049.92565960967
80028,26,110,105149.76926537855
40421,61,107,105050.39129409663
6454,79,253,100960.14676232531
22522,36,72,65009.59422587504
43575,21,225,74207.49710404119
8192,62,134,93807.61715563953
60268,45,46,106832.88325559696
86311,26,80,97871.81600702486
15402,84,112,141927.4497372753
83610,46,270,125050.668115887
85781,83,34,171720.0764032585
41527,12,58,42852.464328060596
57181,50,306,118032.91765869806
96472,52,217,138911.36545421448
32002,7,342,36776.899627399616
86219,81,195,173204.0288839771
17460,34,105,75934.85810339125
35482,32,269,88917.84211824682
21447,77,126,104750.13210997068
53228,80,234,139517.63710274166
88265,29,85,123802.99689256413
55126,41,349,120039.64524831787
25545,89,201,135108.56779136483
60114,55,104,136485.67837343054
98740,43,342,143612.7765622292
80350,87,223,176769.08891844552
62801,76,45,134213.93509250903
18890,71,159,100340.00888160174
57482,90,169,170768.56125701006
68397,5,46,46674.43158038387
6740,42,258,77709.34181618378
35121,56,124,107015.35177463728
16218,67,140,108212.35904635095
76591,56,320,128957.91344973886
93241,87,43,170456.73847320882
39722,89,51,138616.7305808071
54431,64,339,125067.39930423726
56543,17,276,95507.98703066354
47000,95,229,161483.77761408276
76975,21,225,90611.28213754512
35921,88,314,160469.4057938223
93747,34,315,139812.996407055
35614,42,203,68078.16195380481
66189,15,173,60734.37236707771
22601,31,303,66784.23316848493
98332,42,82,118765.13583208644
76543,32,31,101272.1671353498
25514,30,354,87285.19508247261
88312,37,41,123215.84586640749
72612,36,209,116992.66060776092
95886,58,274,175838.5226214261
21292,29,96,53554.440291282415
36510,28,10,58426.175094684964
33000,44,265,91219.94564070311
35383,31,155,72164.43137526476
16785,50,282,91338.1630083814
45910,90,249,146511.0654104887
44028,88,85,152469.1421355003
29855,73,29,105406.96597412878
29281,97,20,151455.67178009826
9841,73,329,112468.83253565844
65155,43,143,123527.89057666743
31918,85,180,143088.6473371162
61313,33,215,90814.54214127354
22443,79,106,129081.17479226989
37250,90,362,143147.54338963618
6922,35,336,57893.487811780615
36976,69,129,119622.58507419196
16991,19,315,74936.74826232121
58744,87,4,151637.19748413598
27733,78,318,136364.75504359807
7473,13,220,30786.410456456346
13108,17,185,45360.42518570998
33715,49,188,97017.58119330506
37210,94,291,136930.3987189342
42317,10,163,62937.16687505431
70516,48,364,122741.19584767998
38362,6,101,51109.39619363782
59604,33,155,99656.98903804281
9889,52,175,63484.997619621296
94557,16,360,128892.08816110493
78748,91,269,187868.86864402282
36971,71,310,124766.79953238637
55551,54,262,117678.65015562811
8201,15,87,33391.81742058795
94882,9,161,89197.95428428815
42958,49,137,96019.27922841998
84251,78,325,179600.39774861437
10681,51,186,87910.66020902635
51870,10,38,49075.70579818761
87256,84,240,163082.73130228944
72203,99,300,190056.59129502042
33152,91,324,163719.93140486637
55061,98,32,168879.85761512097
62619,88,226,177707.67917675566
63235,93,106,146365.22819867556
78740,73,59,147275.36134370766
42890,67,100,111830.19693749616
95073,71,174,157621.16564695007
66401,51,141,109198.88059624571
16217,38,305,65061.30093048053
53351,16,347,80355.74257127066
38741,31,247,86192.36038790701
25654,73,69,100713.65709848363
66314,90,64,184939.11867388486
6408,72,154,111722.99097862946
47903,32,49,96393.60960113928
89208,75,211,164857.7645642183
6218,49,236,69014.24537201272
55572,6,220,61855.89001145727
63798,13,194,74256.03605554676
35105,83,259,142414.66590147023
74634,35,149,111727.06138545327
70063,40,167,123420.05293447344
12619,19,334,55044.67582031866
16939,66,38,98292.0299393913
23226,35,28,75874.56459488472
30322,31,301,84807.24382050341
63215,6,102,69244.60338058312
21878,77,62,107836.9155887763
11560,47,273,75316.91034558033
43278,5,168,38300.83745590296
41212,87,231,132752.7864834258
99835,13,110,99602.1267990534
78079,64,35,141947.8795939283
28946,6,210,33071.98187493714
36740,62,185,104107.12621007499
12253,69,213,102805.05410512275
84311,16,281,101274.91527851144
37813,59,271,113481.09660079403
69331,94,249,184952.21938327912
32632,14,147,45143.09729693538
53365,69,179,136212.4870674258
72593,69,141,160418.78025005272
38431,65,96,133200.30092451337
42436,99,351,164128.17026472883
23413,79,206,127221.76369194813
43485,73,25,126699.46027271728
73232,39,256,121601.26610092247
21101,15,211,49207.362384045286
13831,72,151,126792.56134219849
89583,42,211,123977.31130082402
56897,43,81,108501.96691776322
10004,25,315,67105.07596535893
93241,40,352,151394.11097708074
50924,96,307,183014.18813766868
26509,76,109,133382.8442748264
42170,24,138,71925.82045198842
48555,47,301,105772.31330713688
19662,25,281,63438.253002110636
70930,39,186,123822.46996863892
52403,68,91,109227.2453605121
41365,36,64,79952.02892464556
67188,40,172,102472.75491497129
81060,73,152,148030.86612364042
31673,56,242,100941.75364192676
68471,8,307,80553.01335414946
22156,11,319,50651.791426836826
62287,88,152,170052.1709209074
6645,75,304,122769.1258405035
64076,28,20,105467.12072402875
99585,25,32,108579.90017435381
80351,61,162,151823.6561011978
55151,77,52,148494.38237549993
72384,23,255,85117.9689090582
38541,88,38,150323.3889040082
77847,32,270,112259.90443859351
92099,36,152,125147.8968201951
85739,38,200,117272.98540411152
55955,20,264,77086.10884445546
14290,42,134,77221.63800839761
63942,85,234,167136.6704986859
87667,79,171,184939.97196912003
35143,8,311,52503.21359093569
29509,60,280,118221.32052176715
92780,44,348,150171.08976548398
41741,54,67,95162.30255111957
31898,44,6,70721.75232374849
90674,86,66,172153.14523894392
67948,53,144,133705.42965033115
66768,52,62,125417.6207571823
48262,10,233,61256.8497550914
10506,9,213,35002.6740551179
25605,83,146,116234.30388839901
83590,49,251,135218.03737145744
33231,20,113,66613.20382825762
84397,21,80,97978.85503546792
82123,63,146,144024.17728291234
18515,60,270,104639.8583965274
92211,83,154,172126.66151434925
43622,39,70,83870.06873787116
21600,12,267,47831.165852532155
32892,65,2,101362.04222705541
88279,31,281,111187.50925944764
74310,82,250,178682.62833728045
26801,91,250,141961.86201669197
42695,24,168,59251.92923488442
33853,61,9,100556.42600077175
9429,74,342,119967.89734872147
9606,92,301,115436.20236745106
9478,27,140,51137.24563516498
88816,80,42,160971.53384509328
45134,6,124,52514.82421257336
74963,31,181,97825.7886036242
75897,36,158,111444.10878620997
30475,97,302,162826.7545106125
71177,54,70,128251.19637310428
26730,68,347,103696.41919717337
26113,44,226,94080.7021682146
25011,37,60,76070.52493157567
60746,33,121,91165.08167242656
47853,37,55,69053.97912728126
90195,21,310,103100.11375329946
41818,78,335,149168.43171320358
42321,69,255,125710.55767013277
26309,47,59,81899.65033793161
23688,67,36,105460.97572290864
33176,85,58,145157.4789104614
73879,96,313,183033.52405380478
72592,62,107,148078.59465097688
89728,95,93,195206.23623610302
94012,47,308,158686.14200087354
14416,41,307,66003.83291841992
44994,50,93,102630.3051452092
71422,29,14,110170.2135080148
13584,71,202,110918.22459383037
98302,97,258,204076.56939659285
23830,55,199,90475.02892385618
90825,78,120,179049.28514717877
82066,42,291,132090.86266541237
8591,42,220,65066.827902633566
98878,5,168,101813.46386956242
26395,58,178,118848.78161824183
59182,69,154,137203.31292300293
21738,26,352,69871.00152187762
7631,65,143,91862.22238489424
22905,62,363,107784.01474716731
24056,58,215,105821.1049064248
94082,23,138,111152.95676724122
40447,74,245,125601.62535608467
59418,38,283,110883.8656892542
42190,83,241,135653.9505394461
31014,48,146,103222.27958354041
77999,71,288,176938.8108989575
55278,56,229,110992.60036447339
6780,26,351,60482.40798429622
96643,33,106,120506.95013133358
64258,18,77,80005.43684307355
47192,98,240,181842.60082532626
64300,66,59,116108.76579675183
95504,19,319,104813.34101365382
48923,97,349,183803.9397541866
94196,18,187,91070.83591374783
7395,71,253,101627.31237562989
20779,26,324,69319.72581571472
76028,91,319,181884.2419256924
34722,11,266,59364.098359029216
12111,88,14,130211.3164584184
14984,11,245,47094.75535617834
98176,21,179,106995.5940836417
77328,36,101,122019.60401457372
31924,83,83,149081.86896232716
57703,81,113,141219.17520219635
37577,60,94,101336.85017805448
12711,66,231,109071.85056083852
90548,62,318,170090.27334828206
9096,62,100,95554.3412234034
71555,7,240,76959.28450803399
94848,93,318,203417.51705250598
80012,84,160,174694.96998615054
13254,5,91,25036.512289858663
82120,71,279,159669.1261123115
10965,24,34,53902.55000427377
82000,96,203,190751.8842302252
82975,90,279,185483.62869857752
62987,66,300,144090.1553829308
37963,60,106,106014.3923418192
98976,57,168,147888.20205201794
8273,69,184,96059.37723206746
20330,60,200,108792.63255109862
26494,82,14,124769.25217099025
81422,49,239,142448.2128423184
8212,83,240,131225.31263987932
88441,22,314,101945.68194396699
92594,52,246,144581.70268630658
6080,42,63,77504.38969178524
37675,26,232,74724.86609321412
27007,84,290,141582.60140581834
87641,79,160,169197.2876653402
51815,75,136,156048.89662643752
88482,77,23,160216.11909189582
5639,5,294,23848.829060542637
68593,46,235,123527.3487053434
83038,76,227,169155.85831687495
98899,79,22,170393.58111193954
8736,73,357,123533.40998847109
21473,33,213,79133.70110618719
39019,10,180,46719.95685642579
91623,60,157,147321.0443811628
99025,16,141,100386.09789972972
41820,43,229,90966.31744988935
89861,75,170,177852.08985115358
62589,16,126,74276.22788280893
70807,37,42,104746.30299527451
23414,87,104,127895.01229922564
29220,57,162,108742.79829140977
65531,23,243,59811.77429847652
47425,62,74,145859.08565104453
14387,89,155,130599.76409021416
81815,87,80,174783.6115184874
32584,47,362,85285.08673131303
49783,77,170,160047.4697916157
44809,49,282,98066.14109027028
59327,90,308,189606.5704844945
15857,23,155,47293.98131142478
47261,41,196,105580.48803737473
78588,15,317,85515.81030486886
21995,60,105,113269.13689546984
18580,29,3,46371.250918478014
23240,73,153,109929.0658974516
88446,49,153,127991.5559222777
80752,66,358,166760.18542606992
51111,99,193,165253.54777866823
95447,18,256,116586.97515180348
39866,81,233,134282.04296840142
85974,38,293,134689.2252357742
78401,86,269,183687.43928810908
87093,64,82,150794.40970377042
17211,68,143,117926.13094468786
63985,74,134,153187.9372328595
38268,55,295,106318.42282992364
8646,46,141,87477.77072285085
60371,25,76,94792.82521363474
47816,9,74,62003.264346478245
94460,70,123,163206.22759633078
49112,74,154,135577.50108745135
56048,65,22,112380.18359998876
59911,12,97,55129.58617756183
80446,70,107,162923.40472040625
6778,91,80,110560.37343236251
50752,66,193,127592.67757705117
89977,24,43,111836.94195409662
75726,8,233,64642.37190950249
85840,19,238,103032.7012424027
32289,98,171,158993.39523922504
49788,60,65,114033.91597975227
9747,24,267,42196.27274456383
79822,28,126,94580.5455374611
5045,13,233,41715.024648662424
12758,25,342,52387.37221331205
28437,45,93,74253.82719527675
24585,17,34,44906.508856124485
14854,9,67,25811.457537329894
57076,68,223,147690.40127185165
61950,50,249,136637.76669514808
22349,82,314,115917.1515335426
26348,75,267,122869.90186967143
39296,74,50,139696.43718773103
24455,63,110,94637.71547095326
83824,80,357,177605.42317273855
59021,55,200,139528.82014096726
76923,20,266,90876.2623778532
44293,55,358,124684.97509397632
93552,46,8,129431.07235464819
51116,15,158,77956.76099140562
45484,72,164,138885.52910341547
35215,97,30,142369.80779342967
86638,56,95,126700.69665453635
8404,77,361,112748.29887562891
42260,14,49,45833.51733812556
70642,76,226,160429.9107687379
85731,67,77,137585.48911439753
51009,40,113,83782.59757175607
97689,49,250,135016.503718885
34605,10,30,22983.29135478193
58205,10,71,58190.63794319747
42569,95,250,162577.25369444262
10580,70,194,102093.18316276383
10400,77,291,84693.61037647832
44643,68,46,134058.19096309668
91173,42,190,123281.4101275707
44015,73,252,137499.21904517768
76713,65,32,159972.8475020325
77805,82,156,182939.97226212072
19974,78,85,106610.73138927115
19037,67,256,107785.6012045288
89292,75,307,203745.66097592053
21167,24,19,38466.380499095874
93754,79,353,178629.34218664383
95703,81,185,175630.8722237914
48148,68,331,111463.11137898346
77153,85,225,179555.45280937466
26534,41,135,80224.04343731563
95995,40,158,143367.91997828044
91078,14,263,93790.5520713537
61879,38,239,105003.95814965025
70839,49,58,128537.02921562994
34756,67,240,129197.87172577927
17683,17,86,39216.430158792995
54485,29,27,81502.25888130428
16025,48,40,66507.84625393685
91426,78,234,190229.360328019
23715,28,356,82043.49230706737
75097,73,109,162692.1995597378
97943,78,19,165688.3547824678
92116,51,125,140808.92659347007
80705,95,91,185938.8528107065
22116,54,70,86587.73650060831
41744,40,336,96031.21636501855
92579,37,24,114507.02453903014
7124,96,254,126700.86210460495
43051,7,152,40124.919678896775
12176,35,158,73101.57019709956
96310,64,167,155975.46702108745
69818,33,173,103873.39687954968
23676,48,99,85645.2836020227
50177,49,245,117718.89159409661
95296,46,242,157745.4570956252
5997,25,177,49678.812281440754
64330,36,163,104315.81849698426
48769,32,148,91326.04128066299
83653,89,292,174548.63815764245
16231,51,147,93687.19246770808
77976,98,168,192823.21401877663
90447,51,109,144043.75997939723
60965,21,345,84760.07421654694
86144,33,22,105343.15513841149
66517,52,193,128654.2024382531
97693,6,255,94282.03182531042
99315,37,227,138981.4435431498
32387,67,151,116952.81072506943
9090,72,152,104920.2037171209
29945,43,295,82695.70971120367
45239,93,87,124745.04995187208
8743,9,38,26445.57860029145
35924,72,127,123286.12382056938
15196,56,175,93103.90300781085
96815,56,103,155858.0826711864
73860,33,201,95437.04604316123
46400,41,221,92318.76812094105
90177,12,169,89996.98695028409
98018,24,107,127694.89487027637
85399,45,74,131968.51807126612
53795,74,48,116798.27482516774
56553,40,72,93036.23652023805
29111,36,191,81476.29102470771
68083,9,338,76008.689266927
66600,24,184,88135.8316584169
55022,72,23,138300.1802261962
8199,26,28,25826.867442609877
55897,35,169,89136.16712371071
43038,45,10,89224.14904515824
60038,97,308,173894.6611763063
12897,9,107,20540.238085758683
69541,14,312,98351.14024433956
19892,79,138,115821.20094849079
13271,41,243,93850.5759916235
29815,60,29,106352.43799064418
50612,90,41,134364.72445722396
38357,28,197,81590.4469182485
80088,89,300,169864.9957584502
21267,20,29,55501.17199756177
23268,6,116,31034.967420170044
19263,19,50,51333.90409210784
75935,45,20,114318.67858253547
64660,67,191,127263.24147891307
70527,53,8,106535.85376361157
68379,30,217,106063.49147639082
99542,98,193,190134.42669924023
46271,70,100,128737.48373056279
71612,33,300,105384.07322125422
12235,74,272,132229.8986411034
93757,64,69,160401.54505937974
21417,69,115,88276.59866206342
39609,44,141,97810.78202406355
38902,15,193,51884.16605286402
28645,56,328,113416.12406529854
67873,91,20,183418.6603025463
92218,94,103,193081.46895037772
69558,99,153,171968.2526596351
67233,83,285,145665.41193901753
28401,77,195,125241.08886018702
12771,68,253,114143.16977475087
46335,85,274,157644.10032714295
79451,7,344,86495.44643003988
84434,15,70,70370.88821504105
72449,32,92,85947.18634250658
97604,66,62,158358.72226889955
6942,52,52,75346.67068594387
25388,32,78,72470.76286323581
88251,50,154,136471.03288714273
62042,68,199,144052.2750541287
58740,59,250,137177.5239851023
70873,87,267,178624.4186750942
52024,6,21,23145.37282378955
28450,79,197,120678.40635833198
61965,20,159,75225.33147041811
15057,15,45,40841.23937797893
98249,7,109,88719.20124199695
13983,59,192,91847.80446921843
24995,46,283,73489.30615509511
96628,33,225,135860.7551521423
82681,73,162,169855.63907492568
43886,96,50,144128.36093603083
94025,35,100,112879.95133216248
99020,81,238,178021.87338807984
